unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU000191,2023-08-05,2023-09-16,2023-08-17,O+,Lagos University Teaching Hospital,Pediatrics,47,23,Transfused,\N,12,Low,No,2023,August
BBU000192,2025-07-30,2025-09-10,2025-08-07,O+,University of Port Harcourt Teaching Hospital,Trauma,65,16,Transfused,\N,8,Low,No,2025,July
BBU000193,2023-12-27,2024-02-07,2024-01-08,O+,Lagos University Teaching Hospital,Oncology,66,28,Transfused,\N,12,Low,No,2023,December
BBU000194,2024-07-07,2024-08-18,2024-07-16,O+,University of Port Harcourt Teaching Hospital,Emergency,59,27,Transfused,\N,9,Low,No,2024,July
BBU000195,2025-06-11,2025-07-23,2025-06-18,O+,University of Port Harcourt Teaching Hospital,Obstetrics,72,20,Transfused,\N,7,Low,No,2025,June
BBU000196,2024-05-17,2024-06-28,2024-06-03,B+,Lagos University Teaching Hospital,Surgery,13,9,Transfused,\N,17,Medium,No,2024,May
BBU000197,2024-05-14,2024-06-25,\N,O+,National Hospital Abuja,Surgery,68,26,Available,\N,36,Low,No,2024,May
BBU000198,2025-02-15,2025-03-29,\N,A+,Lagos University Teaching Hospital,ICU,29,5,Expired,Storage Temperature Excursion,42,Medium,No,2025,February
BBU000199,2024-10-27,2024-12-08,2024-11-05,A+,Lagos University Teaching Hospital,Trauma,19,12,Transfused,\N,9,Medium,No,2024,October
BBU000200,2024-12-27,2025-02-07,2024-12-30,O-,University of Port Harcourt Teaching Hospital,Trauma,4,13,Transfused,\N,3,High,Yes,2024,December
BBU000201,2024-07-19,2024-08-30,2024-08-07,B+,National Hospital Abuja,ICU,43,5,Transfused,\N,19,Low,No,2024,July
BBU000202,2024-01-27,2024-03-09,2024-02-12,A+,Aminu Kano Teaching Hospital,Trauma,13,8,Transfused,\N,16,Medium,No,2024,January
BBU000203,2025-09-27,2025-11-08,2025-10-07,A+,Aminu Kano Teaching Hospital,Oncology,43,17,Transfused,\N,10,Low,No,2025,September
BBU000204,2025-09-02,2025-10-14,\N,O+,Federal Medical Centre Owerri,ICU,61,27,Available,\N,28,Low,No,2025,September
BBU000205,2023-02-05,2023-03-19,2023-02-15,A+,Lagos University Teaching Hospital,Surgery,13,9,Transfused,\N,10,Medium,No,2023,February
BBU000206,2025-04-08,2025-05-20,2025-05-02,B+,University College Hospital Ibadan,Surgery,23,9,Transfused,\N,24,Medium,No,2025,April
BBU000207,2025-01-25,2025-03-08,\N,A+,University College Hospital Ibadan,Surgery,38,13,Available,\N,33,Low,No,2025,January
BBU000208,2024-12-05,2025-01-16,2024-12-25,B+,Lagos University Teaching Hospital,ICU,35,16,Transfused,\N,20,Low,No,2024,December
BBU000209,2024-11-08,2024-12-20,2024-11-14,O+,University College Hospital Ibadan,Surgery,42,26,Transfused,\N,6,Low,No,2024,November
BBU000210,2024-09-19,2024-10-31,2024-09-20,O-,National Hospital Abuja,Obstetrics,4,11,Transfused,\N,1,High,Yes,2024,September
BBU000211,2024-01-30,2024-03-12,2024-02-12,O+,Lagos University Teaching Hospital,Hematology,40,15,Transfused,\N,13,Low,No,2024,January
BBU000212,2024-01-15,2024-02-26,2024-01-28,O+,Lagos University Teaching Hospital,Hematology,32,18,Transfused,\N,13,Low,No,2024,January
BBU000213,2025-09-18,2025-10-30,2025-10-09,A+,Lagos University Teaching Hospital,Pediatrics,25,16,Transfused,\N,21,Medium,No,2025,September
BBU000214,2025-12-10,2026-01-21,\N,O+,Lagos University Teaching Hospital,Emergency,58,21,Available,\N,6,Low,No,2025,December
BBU000215,2024-02-02,2024-03-15,2024-02-09,O+,National Hospital Abuja,Emergency,38,19,Transfused,\N,7,Low,No,2024,February
BBU000216,2024-01-03,2024-02-14,2024-01-28,B+,National Hospital Abuja,Surgery,27,5,Transfused,\N,25,Medium,No,2024,January
BBU000217,2025-12-29,2026-02-09,2026-01-02,A+,Lagos University Teaching Hospital,Emergency,16,9,Transfused,\N,4,Medium,No,2025,December
BBU000218,2023-04-22,2023-06-03,\N,AB+,University College Hospital Ibadan,Surgery,50,4,Expired,Damaged During Handling,42,Low,No,2023,April
BBU000219,2023-09-16,2023-10-28,2023-10-04,A+,Lagos University Teaching Hospital,Emergency,48,18,Transfused,\N,18,Low,No,2023,September
BBU000220,2023-07-30,2023-09-10,2023-08-11,B+,Lagos University Teaching Hospital,Emergency,8,14,Transfused,\N,12,High,Yes,2023,July
BBU000221,2025-08-19,2025-09-30,2025-08-26,O+,Lagos University Teaching Hospital,Emergency,50,26,Transfused,\N,7,Low,No,2025,August
BBU000222,2024-01-13,2024-02-24,2024-01-31,B+,National Hospital Abuja,Emergency,11,9,Transfused,\N,18,Medium,No,2024,January
BBU000223,2023-08-22,2023-10-03,2023-08-30,O+,University of Port Harcourt Teaching Hospital,Oncology,72,14,Transfused,\N,8,Low,No,2023,August
BBU000224,2025-10-04,2025-11-15,2025-10-27,B+,National Hospital Abuja,Emergency,12,14,Transfused,\N,23,Medium,Yes,2025,October
BBU000225,2023-04-20,2023-06-01,\N,O+,Lagos University Teaching Hospital,Emergency,29,16,Available,\N,36,Medium,No,2023,April
BBU000226,2024-09-14,2024-10-26,2024-09-17,O+,Lagos University Teaching Hospital,ICU,25,19,Transfused,\N,3,Medium,No,2024,September
BBU000227,2025-05-02,2025-06-13,\N,A+,Federal Medical Centre Owerri,Surgery,46,14,Available,\N,39,Low,No,2025,May
BBU000228,2024-04-07,2024-05-19,2024-04-15,O+,National Hospital Abuja,Surgery,69,28,Transfused,\N,8,Low,No,2024,April
BBU000229,2025-07-11,2025-08-22,2025-08-01,A+,National Hospital Abuja,Surgery,36,9,Transfused,\N,21,Low,No,2025,July
BBU000230,2025-05-28,2025-07-09,\N,O+,University of Port Harcourt Teaching Hospital,Emergency,39,13,Expired,Contamination Detected,42,Low,No,2025,May
BBU000231,2023-07-23,2023-09-03,2023-08-10,AB+,Federal Medical Centre Owerri,Pediatrics,28,7,Transfused,\N,18,Medium,No,2023,July
BBU000232,2024-06-25,2024-08-06,2024-07-03,A+,Lagos University Teaching Hospital,ICU,50,6,Transfused,\N,8,Low,No,2024,June
BBU000233,2024-05-06,2024-06-17,2024-05-11,A+,Lagos University Teaching Hospital,Oncology,19,13,Transfused,\N,5,Medium,No,2024,May
BBU000234,2023-11-17,2023-12-29,2023-12-04,B-,Lagos University Teaching Hospital,Surgery,8,11,Transfused,\N,17,High,Yes,2023,November
BBU000235,2025-08-20,2025-10-01,\N,O+,Lagos University Teaching Hospital,ICU,38,13,Available,\N,14,Low,No,2025,August
BBU000236,2024-08-13,2024-09-24,2024-08-26,O+,National Hospital Abuja,Oncology,65,21,Transfused,\N,13,Low,No,2024,August
BBU000237,2025-07-18,2025-08-29,2025-07-24,O+,Lagos University Teaching Hospital,Trauma,24,19,Transfused,\N,6,Medium,No,2025,July
BBU000238,2024-02-10,2024-03-23,2024-03-10,AB+,National Hospital Abuja,Obstetrics,42,2,Transfused,\N,29,Low,No,2024,February
BBU000239,2024-04-05,2024-05-17,\N,O+,University College Hospital Ibadan,Surgery,61,16,Available,\N,17,Low,No,2024,April
BBU000240,2023-10-19,2023-11-30,2023-10-27,A+,Lagos University Teaching Hospital,Pediatrics,12,5,Transfused,\N,8,Medium,No,2023,October
BBU000241,2024-09-21,2024-11-02,2024-09-30,O+,Lagos University Teaching Hospital,Surgery,58,21,Transfused,\N,9,Low,No,2024,September
BBU000242,2023-09-12,2023-10-24,2023-09-25,O+,University of Port Harcourt Teaching Hospital,Surgery,49,21,Transfused,\N,13,Low,No,2023,September
BBU000243,2025-04-04,2025-05-16,2025-04-24,A+,National Hospital Abuja,Trauma,25,13,Transfused,\N,20,Medium,No,2025,April
BBU000244,2025-10-08,2025-11-19,2025-10-30,B+,Lagos University Teaching Hospital,Surgery,36,6,Transfused,\N,22,Low,No,2025,October
BBU000245,2023-03-23,2023-05-04,2023-04-05,A+,University College Hospital Ibadan,ICU,35,16,Transfused,\N,13,Low,No,2023,March
BBU000246,2024-05-27,2024-07-08,2024-06-01,O+,Lagos University Teaching Hospital,Emergency,21,14,Transfused,\N,5,Medium,No,2024,May
BBU000247,2023-02-12,2023-03-26,2023-02-16,B+,University of Port Harcourt Teaching Hospital,Surgery,25,14,Transfused,\N,4,Medium,No,2023,February
BBU000248,2023-12-25,2024-02-05,2024-01-06,O+,University of Port Harcourt Teaching Hospital,Obstetrics,50,28,Transfused,\N,12,Low,No,2023,December
BBU000249,2025-06-24,2025-08-05,2025-06-28,O+,University College Hospital Ibadan,Emergency,78,20,Transfused,\N,4,Low,No,2025,June
BBU000250,2025-06-11,2025-07-23,2025-06-12,O-,Aminu Kano Teaching Hospital,Surgery,10,15,Transfused,\N,1,High,Yes,2025,June
BBU000251,2025-08-20,2025-10-01,2025-08-27,O+,Federal Medical Centre Owerri,Pediatrics,42,25,Transfused,\N,7,Low,No,2025,August
BBU000252,2024-10-19,2024-11-30,2024-10-27,B+,University of Port Harcourt Teaching Hospital,Oncology,50,6,Transfused,\N,8,Low,No,2024,October
BBU000253,2024-11-06,2024-12-18,2024-11-12,O+,Lagos University Teaching Hospital,Hematology,46,27,Transfused,\N,6,Low,No,2024,November
BBU000254,2025-03-31,2025-05-12,2025-04-17,A-,University of Port Harcourt Teaching Hospital,Trauma,43,5,Transfused,\N,17,Low,No,2025,March
BBU000255,2023-06-30,2023-08-11,2023-07-07,O+,Aminu Kano Teaching Hospital,Emergency,40,20,Transfused,\N,7,Low,No,2023,June
BBU000256,2023-08-26,2023-10-07,2023-09-14,B+,Aminu Kano Teaching Hospital,Hematology,33,18,Transfused,\N,19,Low,No,2023,August
BBU000257,2023-01-03,2023-02-14,2023-01-23,A-,Federal Medical Centre Owerri,Oncology,50,18,Transfused,\N,20,Low,No,2023,January
BBU000258,2025-08-04,2025-09-15,2025-08-09,O+,Lagos University Teaching Hospital,ICU,46,13,Transfused,\N,5,Low,No,2025,August
BBU000259,2025-11-27,2026-01-08,2025-12-09,O+,Lagos University Teaching Hospital,Obstetrics,43,27,Transfused,\N,12,Low,No,2025,November
BBU000260,2025-06-24,2025-08-05,2025-06-29,O+,Lagos University Teaching Hospital,Surgery,68,13,Transfused,\N,5,Low,No,2025,June
BBU000261,2024-06-30,2024-08-11,2024-07-12,A+,University College Hospital Ibadan,ICU,43,7,Transfused,\N,12,Low,No,2024,June
BBU000262,2025-06-16,2025-07-28,\N,AB+,Lagos University Teaching Hospital,Emergency,59,5,Available,\N,7,Low,No,2025,June
BBU000263,2023-03-01,2023-04-12,2023-03-20,AB+,Federal Medical Centre Owerri,ICU,55,6,Transfused,\N,19,Low,No,2023,March
BBU000264,2023-11-21,2024-01-02,2023-11-22,O-,Aminu Kano Teaching Hospital,Surgery,4,16,Transfused,\N,1,High,Yes,2023,November
BBU000265,2025-04-15,2025-05-27,2025-04-21,B+,University College Hospital Ibadan,ICU,13,8,Transfused,\N,6,Medium,No,2025,April
BBU000266,2025-08-03,2025-09-14,\N,AB+,University of Port Harcourt Teaching Hospital,Surgery,22,7,Expired,Low Demand,42,Medium,No,2025,August
BBU000267,2025-10-17,2025-11-28,2025-11-11,A+,Lagos University Teaching Hospital,Emergency,26,13,Transfused,\N,25,Medium,No,2025,October
BBU000268,2024-07-13,2024-08-24,2024-07-22,O+,Lagos University Teaching Hospital,Emergency,46,27,Transfused,\N,9,Low,No,2024,July
BBU000269,2024-05-14,2024-06-25,2024-05-22,O+,Aminu Kano Teaching Hospital,Surgery,49,16,Transfused,\N,8,Low,No,2024,May
BBU000270,2024-01-26,2024-03-08,2024-02-02,A+,Lagos University Teaching Hospital,Trauma,46,13,Transfused,\N,7,Low,No,2024,January
BBU000271,2023-05-23,2023-07-04,2023-06-08,B+,University College Hospital Ibadan,Trauma,25,17,Transfused,\N,16,Medium,No,2023,May
BBU000272,2024-11-27,2025-01-08,2024-11-30,A-,National Hospital Abuja,Emergency,40,9,Transfused,\N,3,Low,No,2024,November
BBU000273,2024-08-02,2024-09-13,2024-08-23,AB-,Aminu Kano Teaching Hospital,Obstetrics,27,18,Transfused,\N,21,Medium,No,2024,August
BBU000274,2025-09-29,2025-11-10,2025-10-19,A+,Lagos University Teaching Hospital,Emergency,17,12,Transfused,\N,20,Medium,No,2025,September
BBU000275,2025-09-18,2025-10-30,2025-09-28,O+,University of Port Harcourt Teaching Hospital,Surgery,42,22,Transfused,\N,10,Low,No,2025,September
BBU000276,2025-02-11,2025-03-25,\N,O+,Federal Medical Centre Owerri,Trauma,49,22,Expired,Low Demand,42,Low,No,2025,February
BBU000277,2024-05-04,2024-06-15,2024-05-14,AB-,University College Hospital Ibadan,Pediatrics,44,11,Transfused,\N,10,Low,No,2024,May
BBU000278,2025-04-21,2025-06-02,2025-05-09,B+,Federal Medical Centre Owerri,Emergency,10,10,Transfused,\N,18,High,No,2025,April
BBU000279,2025-02-19,2025-04-02,2025-02-28,O+,National Hospital Abuja,ICU,44,16,Transfused,\N,9,Low,No,2025,February
BBU000280,2023-03-17,2023-04-28,\N,O+,Lagos University Teaching Hospital,Emergency,28,28,Available,\N,37,Medium,No,2023,March
BBU000281,2024-11-10,2024-12-22,\N,AB+,Federal Medical Centre Owerri,Pediatrics,21,8,Expired,Storage Temperature Excursion,42,Medium,No,2024,November
BBU000282,2023-07-24,2023-09-04,2023-07-27,B+,Lagos University Teaching Hospital,Surgery,41,12,Transfused,\N,3,Low,No,2023,July
BBU000283,2023-10-23,2023-12-04,2023-10-26,O+,University of Port Harcourt Teaching Hospital,ICU,46,16,Transfused,\N,3,Low,No,2023,October
BBU000284,2025-08-19,2025-09-30,2025-08-26,O+,University of Port Harcourt Teaching Hospital,Emergency,70,20,Transfused,\N,7,Low,No,2025,August
BBU000285,2025-03-25,2025-05-06,2025-04-16,AB+,University College Hospital Ibadan,ICU,56,2,Transfused,\N,22,Low,No,2025,March
BBU000286,2025-12-28,2026-02-08,2026-01-20,B+,National Hospital Abuja,ICU,32,10,Transfused,\N,23,Low,No,2025,December
BBU000287,2025-09-26,2025-11-07,\N,O+,University of Port Harcourt Teaching Hospital,Obstetrics,75,13,Available,\N,39,Low,No,2025,September
BBU000288,2023-05-21,2023-07-02,\N,AB+,University of Port Harcourt Teaching Hospital,Oncology,30,7,Expired,Damaged During Handling,42,Medium,No,2023,May
BBU000289,2024-08-11,2024-09-22,2024-08-16,B+,National Hospital Abuja,Pediatrics,22,16,Transfused,\N,5,Medium,No,2024,August
BBU000290,2025-06-07,2025-07-19,\N,O+,Federal Medical Centre Owerri,Emergency,26,15,Available,\N,28,Medium,No,2025,June
BBU000291,2023-12-07,2024-01-18,2023-12-11,B+,University College Hospital Ibadan,Pediatrics,27,5,Transfused,\N,4,Medium,No,2023,December
BBU000292,2024-10-26,2024-12-07,2024-11-01,O+,Federal Medical Centre Owerri,ICU,70,13,Transfused,\N,6,Low,No,2024,October
BBU000293,2025-01-04,2025-02-15,2025-01-08,O+,National Hospital Abuja,Hematology,43,25,Transfused,\N,4,Low,No,2025,January
BBU000294,2024-05-15,2024-06-26,2024-06-05,A+,National Hospital Abuja,ICU,41,11,Transfused,\N,21,Low,No,2024,May
BBU000295,2024-01-04,2024-02-15,2024-01-09,B+,University of Port Harcourt Teaching Hospital,ICU,18,7,Transfused,\N,5,Medium,No,2024,January
BBU000296,2025-02-22,2025-04-05,2025-03-04,A-,National Hospital Abuja,Trauma,47,15,Transfused,\N,10,Low,No,2025,February
BBU000297,2025-10-16,2025-11-27,\N,O+,University of Port Harcourt Teaching Hospital,Emergency,78,16,Available,\N,14,Low,No,2025,October
BBU000298,2025-08-02,2025-09-13,2025-08-11,O+,Lagos University Teaching Hospital,ICU,60,20,Transfused,\N,9,Low,No,2025,August
BBU000299,2024-06-06,2024-07-18,2024-06-20,O+,Lagos University Teaching Hospital,Trauma,62,12,Transfused,\N,14,Low,No,2024,June
BBU000300,2025-08-10,2025-09-21,\N,B-,University of Port Harcourt Teaching Hospital,Emergency,26,15,Expired,Contamination Detected,42,Medium,No,2025,August
BBU000301,2023-11-20,2024-01-01,2023-12-04,B+,Lagos University Teaching Hospital,Surgery,12,12,Transfused,\N,14,Medium,No,2023,November
BBU000302,2024-09-04,2024-10-16,2024-09-29,A+,University of Port Harcourt Teaching Hospital,Surgery,48,11,Transfused,\N,25,Low,No,2024,September
BBU000303,2024-05-27,2024-07-08,\N,O+,University College Hospital Ibadan,ICU,49,21,Expired,Low Demand,42,Low,No,2024,May
BBU000304,2025-02-26,2025-04-09,2025-03-01,O+,University of Port Harcourt Teaching Hospital,Emergency,74,27,Transfused,\N,3,Low,No,2025,February
BBU000305,2024-04-30,2024-06-11,2024-05-11,O+,National Hospital Abuja,Surgery,44,23,Transfused,\N,11,Low,No,2024,April
BBU000306,2024-08-28,2024-10-09,2024-09-21,A-,University College Hospital Ibadan,Trauma,26,5,Transfused,\N,24,Medium,No,2024,August
BBU000307,2025-03-21,2025-05-02,2025-04-11,A+,University College Hospital Ibadan,Surgery,25,5,Transfused,\N,21,Medium,No,2025,March
BBU000308,2023-04-11,2023-05-23,2023-04-29,B-,Federal Medical Centre Owerri,Emergency,46,16,Transfused,\N,18,Low,No,2023,April
BBU000309,2024-08-09,2024-09-20,2024-08-20,O+,National Hospital Abuja,Surgery,69,19,Transfused,\N,11,Low,No,2024,August
BBU000310,2024-12-22,2025-02-02,2025-01-09,AB+,Aminu Kano Teaching Hospital,Emergency,29,7,Transfused,\N,18,Medium,No,2024,December
BBU000311,2024-05-28,2024-07-09,\N,AB+,University of Port Harcourt Teaching Hospital,Oncology,58,8,Expired,Damaged During Handling,42,Low,No,2024,May
BBU000312,2023-10-08,2023-11-19,2023-10-31,B+,Lagos University Teaching Hospital,Emergency,48,6,Transfused,\N,23,Low,No,2023,October
BBU000313,2023-03-22,2023-05-03,2023-03-26,O-,University of Port Harcourt Teaching Hospital,ICU,4,20,Transfused,\N,4,High,Yes,2023,March
BBU000314,2023-03-10,2023-04-21,2023-03-23,O+,University of Port Harcourt Teaching Hospital,Surgery,57,23,Transfused,\N,13,Low,No,2023,March
BBU000315,2023-09-27,2023-11-08,2023-10-04,O+,Lagos University Teaching Hospital,ICU,25,21,Transfused,\N,7,Medium,No,2023,September
BBU000316,2025-04-30,2025-06-11,2025-05-04,O+,University College Hospital Ibadan,ICU,31,18,Transfused,\N,4,Low,No,2025,April
BBU000317,2025-01-19,2025-03-02,2025-01-25,O+,University College Hospital Ibadan,ICU,53,28,Transfused,\N,6,Low,No,2025,January
BBU000318,2023-12-03,2024-01-14,2023-12-21,A+,University of Port Harcourt Teaching Hospital,Trauma,24,18,Transfused,\N,18,Medium,No,2023,December
BBU000319,2024-08-27,2024-10-08,2024-09-02,B+,University College Hospital Ibadan,Emergency,29,17,Transfused,\N,6,Medium,No,2024,August
BBU000320,2025-08-17,2025-09-28,\N,O+,Lagos University Teaching Hospital,ICU,24,16,Expired,Low Demand,42,Medium,No,2025,August
BBU000321,2025-03-24,2025-05-05,2025-03-29,A+,National Hospital Abuja,Emergency,43,10,Transfused,\N,5,Low,No,2025,March
BBU000322,2025-03-19,2025-04-30,2025-03-29,O+,Lagos University Teaching Hospital,Surgery,20,20,Transfused,\N,10,Medium,No,2025,March
BBU000323,2023-09-11,2023-10-23,2023-09-23,O+,University College Hospital Ibadan,Emergency,49,23,Transfused,\N,12,Low,No,2023,September
BBU000324,2024-06-20,2024-08-01,2024-07-13,A+,Federal Medical Centre Owerri,Emergency,45,11,Transfused,\N,23,Low,No,2024,June
BBU000325,2025-01-30,2025-03-13,2025-02-08,O+,National Hospital Abuja,Obstetrics,26,19,Transfused,\N,9,Medium,No,2025,January
BBU000326,2023-02-21,2023-04-04,\N,O+,Lagos University Teaching Hospital,ICU,59,22,Available,\N,39,Low,No,2023,February
BBU000327,2024-03-29,2024-05-10,\N,B+,University of Port Harcourt Teaching Hospital,Pediatrics,49,6,Available,\N,40,Low,No,2024,March
BBU000328,2025-08-08,2025-09-19,2025-08-20,O+,Lagos University Teaching Hospital,Trauma,78,21,Transfused,\N,12,Low,No,2025,August
BBU000329,2025-04-16,2025-05-28,\N,A+,University College Hospital Ibadan,Obstetrics,15,7,Available,\N,2,Medium,No,2025,April
BBU000330,2023-03-18,2023-04-29,2023-03-24,A+,Lagos University Teaching Hospital,Emergency,27,12,Transfused,\N,6,Medium,No,2023,March
BBU000331,2023-07-19,2023-08-30,2023-07-27,O+,Federal Medical Centre Owerri,Emergency,35,16,Transfused,\N,8,Low,No,2023,July
BBU000332,2025-07-18,2025-08-29,2025-08-12,B-,Lagos University Teaching Hospital,Pediatrics,31,15,Transfused,\N,25,Low,No,2025,July
BBU000333,2025-05-08,2025-06-19,2025-05-15,B+,National Hospital Abuja,Obstetrics,45,16,Transfused,\N,7,Low,No,2025,May
BBU000334,2025-04-29,2025-06-10,\N,O+,Aminu Kano Teaching Hospital,Obstetrics,61,15,Expired,Storage Temperature Excursion,42,Low,No,2025,April
BBU000335,2025-04-15,2025-05-27,2025-04-17,O+,Lagos University Teaching Hospital,Emergency,80,20,Transfused,\N,2,Low,No,2025,April
BBU000336,2025-01-28,2025-03-11,2025-02-06,O+,Federal Medical Centre Owerri,Obstetrics,33,26,Transfused,\N,9,Low,No,2025,January
BBU000337,2024-04-28,2024-06-09,2024-05-22,B+,University College Hospital Ibadan,Surgery,31,6,Transfused,\N,24,Low,No,2024,April
BBU000338,2025-01-22,2025-03-05,2025-02-05,B-,Federal Medical Centre Owerri,ICU,42,15,Transfused,\N,14,Low,No,2025,January
BBU000339,2023-05-05,2023-06-16,2023-05-14,A+,University College Hospital Ibadan,Trauma,33,9,Transfused,\N,9,Low,No,2023,May
BBU000340,2023-09-08,2023-10-20,2023-09-14,O-,Lagos University Teaching Hospital,ICU,7,9,Transfused,\N,6,High,Yes,2023,September
BBU000341,2024-03-10,2024-04-21,2024-03-15,O-,National Hospital Abuja,Obstetrics,10,18,Transfused,\N,5,High,Yes,2024,March
BBU000342,2023-02-13,2023-03-27,2023-02-26,B+,University of Port Harcourt Teaching Hospital,Trauma,11,17,Transfused,\N,13,Medium,Yes,2023,February
